district_code,district,fiscal_year,gf_revenue,gf_expenditure,gf_total_fund_balance,gf_unassigned,gf_assigned,cash_and_investments,solvency_ratio_pct,operating_margin_pct,salaries_benefits,salary_benefit_pct_gf,go_debt_outstanding,save_rev_bonds,findings_count,material_weakness,significant_deficiency,repeat_finding,single_audit_findings,gfoa_cert,auditor,report_date,opinion_type,confidence,notes,district_name_display,gf_assigned_plus_unassigned_sbrc,cash_reserve_levy_amount,max_cash_reserve_levy_capacity,sbrc_20pct_cap,unspent_authorized_budget,certified_enrollment,management_fund_balance,ppel_fund_balance,save_fund_balance,total_governmental_fund_balance,gf_assigned_plus_unassigned_aud,flag_audit_concern,conservative_reserve_ratio,practical_cushion_ratio,broad_cushion_ratio,operating_adjacent_ratio,conservative_days_cushion,practical_days_cushion,operating_adjacent_days_cushion,gf_cash_days,crl_reliance,crl_capacity_used_pct,crl_levy_headroom,uab_cushion,operating_result_pct,operating_result_3yr_avg,fb_drawdown_years,enrollment_3yr_trend,practical_days_cushion_pctile,uab_cushion_pctile,crl_reliance_pctile,flag_low_unrestricted,flag_negative_operating,flag_multiyear_drawdown,flag_weak_uab,flag_declining_enrollment,flag_high_crl_reliance,flag_limited_levy_headroom,flag_special_ed_pressure,flag_short_term_borrowing,risk_flag_count,cushion_band,risk_class,risk_rationale
5250,Pleasant Valley CSD,2023,64926259,64759789,12144860,7370920,3277498.0,46968036,17.1,0.26,,,10380000.0,22990000,2.0,N,N,Y,Unmodified compliance; no federal findings (Child Nutrition cluster). Two Iowa statutory findings: IV-H-23 certified enrollment (repeat) and IV-J-23 depository resolution exceeded.,Y,Bohnsack & Frommelt LLP,2023-12-13,unmodified,High,Lease obligation $139407 + IT subscription $25948 = $165355 combined GASB87/96. Rev bonds = 4730+7150+11110 = 22990000. GO bonds = 10380000 (Series 2018). Capital additions = CIP increases $5286273 + depreciable increases $2106626 = $7392899. SAVE revenue from IV-M-23 disclosure = $7394675. NPL = govl activities $16411184 per long-term liabilities note; IPERS remeasured downward in FY2022 and rebounded. OPEB = govl activities. Enrollment 5556.8 confirmed in MD&A.,Pleasant Valley CSD,10648418.0,2308312.0,2308312.0,12956730.0,16250871.0,5423.6,3509025.37,182.46,14264402.49,31090187.03,10648418.0,False,0.11381939493348256,0.16442947335730201,0.18753705327853987,0.2186147235593989,41.54407915072113,60.016757775415236,79.7943740991806,264.7218807337374,0.035644217432518194,1.0,0.0,0.2509407651096578,0.0025639857056911288,0.0198538661132759,0,0.07681616931721177,0.3333333333333333,0.7333333333333333,0.6666666666666666,False,False,False,False,False,False,True,False,False,1,Low,Low risk,60-day practical cushion; 1 risk flag(s)
5250,Pleasant Valley CSD,2024,69450118,66728017,14965075,10195186,3349442.0,65710028,20.31,3.92,,,8425000.0,46560000,2.0,N,N,Y,Unmodified compliance; no federal findings (Child Nutrition cluster). Two Iowa statutory findings: IV-H-24 certified enrollment (repeat) and IV-I-24 supplementary weighting variance.,Y,Bohnsack & Frommelt LLP,2024-11-19,unmodified,High,$27180000 Series 2024 revenue bonds issued during year. Rev bonds = 3980+6025+9375+27180 = 46560000. GO bonds = 8425000 (Series 2018). Lease obligation $270577 + IT subscription $66497 = $337074. Capital additions = CIP increases $15847009 + depreciable increases $2974972 + land $938137 = $19760118. Cash = SNP total govl+BTA. SAVE = $7320316 per IV-M-24. OPEB = govl activities. Enrollment 5538 from statistical section. Solvency 20.31% matches district-reported 20.3%.,Pleasant Valley CSD,13544629.0,0.0,0.0,13359597.0,18705739.0,5556.8,,,,15757182.15,13544628.0,False,0.15278718682738615,0.20298262422514368,0.2242697396507377,,55.76732319199594,74.08865784217744,,359.4316345411553,0.0,,0.0,0.2803281116536102,0.03919505219559166,0.01588511843400174,0,0.0835348256766244,0.8571428571428571,0.8571428571428571,0.14285714285714285,False,False,False,False,False,False,False,False,False,0,Low,Low risk,74-day practical cushion; 0 risk flag(s)
5250,Pleasant Valley CSD,2025,71687829,69922416,16738808,11954774,3648794.0,52105974,22.45,2.46,,,6410000.0,42765000,1.0,N,N,Y,No federal single audit (format changed; no Part III - Single Audit section). One Iowa statutory finding II-H-25: certified enrollment variance (repeat). GASB 101 adopted changing net OPEB liability to total OPEB liability.,Y,Bohnsack & Frommelt LLP,2025-10-03,unmodified,High,Equipment note $315936 + Lease obligation $200266 + IT subscription $43910 = $560112 but equipment note is likely not GASB87/96 (it is a traditional note payable for equipment). GASB 87 lease = $200266 and GASB 96 SBITA = $43910 = $244176 combined. Rev bonds = 3215+4875+7595+27080 = 42765000. GO bonds = 6410000 (Series 2018). Capital additions = CIP increases $18340952 + depreciable $2051791 = $20392743. Cash = SNP total govl+BTA. SAVE = $7324934 per II-M-25. IPERS = pension liability $15755805 (govl); OPEB = total OPEB liability $5629612 (govl; GASB 101). Enrollment 5498 from statistical section. No single audit section in this year report (moved to different format).,,,,,,,,,,,,15603568.0,False,0.1709719812885184,0.22315544703146414,0.23939115604929898,,62.40477317030921,81.45173816648442,,271.9969016802852,,,,,0.024626397878501804,0.02212847859326153,0,,0.9285714285714286,,,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,81-day practical cushion; 0 risk flag(s)
6795,Waterloo CSD,2020,136719805,138916971,18524155,15181795,1230992.0,72213761,12.51,-1.61,,,0.0,71043539,,,,,,Y,BerganKDV Ltd.,2020-11-03,unmodified,Medium,"Findings/single-audit not in this file (separately issued compliance report - 2020 text only references it); no GF GO bonds - all debt is SAVE revenue bonds; capital_additions = gross increases: depreciable $15,984,775 + CIP $3,075,561 + land $10,500 = $19,070,836; salaries_benefits not available by object in GF statement; go_debt_outstanding=0 (SAVE rev bonds only)",Waterloo CSD,16412786.0,1536350.0,11483138.0,27895924.0,20671512.0,10776.7,1372377.08,2104792.37,14187691.91,55682659.06999999,16412787.0,False,0.10928682716527126,0.118148177878137,0.1333469544192696,0.12802729538351365,39.88969191532401,43.12408492552,46.729962814982485,189.73940027097194,0.011059483869685008,0.13379182589288746,9946788.0,0.14880479937904778,-0.01607057587596764,,0,,0.4666666666666667,0.5333333333333333,0.26666666666666666,False,True,False,False,False,False,False,False,False,1,Moderate,Moderate risk,43-day practical cushion; 1 risk flag(s)
6795,Waterloo CSD,2021,152577513,142306382,29206917,26948864,1230992.0,95321722,19.18,6.73,,,0.0,88498539,2.0,Y,N,N,no federal award findings; enrollment count error (over by 2 students),Y,BerganKDV Ltd.,2021-11-09,unmodified,High,"Single audit included in file; material weakness = capital asset adjustment; Section IV enrollment finding counted; prior year finding (from 2020 compliance report) not visible; capital_additions = depreciable asset increases ($1,318,642) + CIP net increase ($15,448,245); SAVE rev bonds restated upward by $22.6M new issuance",Waterloo CSD,28179854.0,281396.0,281396.0,28461250.0,31302167.0,10865.5,1440238.86,3722701.95,23234373.13,81510640.14,28179856.0,False,0.18937213933244398,0.1980224330346618,0.20523968489340133,0.20814312361619874,69.12083085634205,72.27818805765156,75.97224011991254,244.48958677060597,0.001977395504300011,1.0,0.0,0.2199631988395292,0.06731746243628968,0.025623443280161022,0,,0.8,0.7333333333333333,0.26666666666666666,False,False,False,False,False,False,True,False,False,1,Low,Low risk,72-day practical cushion; 1 risk flag(s)
6795,Waterloo CSD,2022,158718768,152655437,35307511,31809926,1230992.0,88817068,21.59,3.82,,,0.0,82412539,1.0,N,N,Y,no federal award findings; enrollment count error (over by 3 students); prior year MW resolved,Y,BerganKDV Ltd.,2022-11-07,unmodified,High,"Single audit included in file; prior year MW (2021-001) resolved per Section V; Section II None; Section III None; Section IV enrollment finding = 1; repeat_finding=Y because enrollment error recurs from 2021; IPERS NPL dropped sharply due to actuarial assumption changes; capital_additions = gross increases depreciable $23,385,902 + CIP $18,745,136 = $42,131,038; total OPEB = governmental activities only ($11,851,309)",Waterloo CSD,33040919.0,0.0,0.0,30668370.0,37373187.0,10626.6,1178352.31,4865414.75,8774552.65,74115724.55,33040918.0,False,0.20837728825865534,0.2164411477856501,0.2312889189790207,0.22416018048541567,76.0577102144092,79.00101894176228,81.81846587717672,212.36210420726778,0.0,,0.0,0.24482054314252824,0.038201726717031974,0.02981620442578467,0,,0.8666666666666667,0.7333333333333333,0.16666666666666666,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,79-day practical cushion; 0 risk flag(s)
6795,Waterloo CSD,2023,159792553,159641560,35547899,31718094,1230992.0,84214043,21.39,0.09,,,0.0,76396539,3.0,Y,N,N,no federal award findings; enrollment count error (over by 2.5 students); SAVE fund deficit $328974,Y,BerganKDV Ltd.,2023-11-22,unmodified,High,"Single audit included in file; Section II material weakness (retainage adjustment) = 1; Section IV enrollment finding IV-H and deficit fund IV-O = 2; total 3 findings; capital_additions = land $40,000 + CIP increases $17,193,929 + depreciable $2,674,617 = $19,908,546; GASB 96 adopted this year (SBITA); right-to-use $243,000 asset added; SBITA liability not separately listed in long-term debt table for FY2023 (appears in FY2024); repeat_finding=N (MW not same issue as 2021)",Waterloo CSD,3628095.0,2000000.0,28324630.0,31952725.0,39189469.0,10679.9,947634.35,3075302.76,-924058.37,64253153.220000006,32949086.0,False,0.19868318751082112,0.2063941620214686,0.2226732124141107,0.212330174861734,72.51936344144971,75.33386913783603,77.50051382453292,192.54463370941752,0.012528065999856178,0.07060992500166816,26324630.0,0.24548412706565884,0.0009449313948942288,0.03548804018273863,0,-0.008982341533122485,0.8,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,False,False,0,Very low,Low risk,75-day practical cushion; 0 risk flag(s)
6795,Waterloo CSD,2024,146750928,169465652,13495379,8285953,1230992.0,60459745,6.75,-15.48,,,0.0,71251539,,,,,separately issued compliance report - findings not in file,Y,BerganKDV Ltd.,2024-11-11,unmodified,High,"Single audit findings not in ACFR file (separately issued); SBITA payable $187,266 (finance software Aug 2023); capital_additions = land $2,079,864 + CIP $9,616,795 + depreciable $5,434,616 = $17,131,275; total OPEB = governmental activities $15,374,838 ($482,600 current + $14,892,238 non-current); NPL = governmental activities $45,778,099; enrollment from building table = 10,732; SAVE revenue from notes $14,059,279; GF revenue fell due to ESSER/ARP federal funds expiring",Waterloo CSD,9798586.0,11000000.0,24040883.0,33839469.0,24622094.0,10672.3,,,,15191941.36,9516945.0,False,0.048894586615109474,0.056158548282102615,0.07963489262119028,,17.84652411451496,20.497870122967456,,130.21993934794529,0.06490990870527556,0.4575539093135639,13040883.0,0.14529253397024666,-0.15478419325566378,-0.03854584504791252,1,-0.017781050112742232,0.07142857142857142,0.35714285714285715,0.6428571428571429,False,True,False,False,False,False,False,False,False,1,Moderate,Moderate risk,20-day practical cushion; 1 risk flag(s)
6795,Waterloo CSD,2025,152946677,173706041,-6803307,-8325333,0.0,129446271,-5.62,-13.57,,,0.0,153251539,,,,,separately issued compliance report - findings not in file,N,BerganKDV Ltd.,2025-11-14,unmodified,High,"GFOA cert not mentioned in 2025 ACFR (ASBO Certificate of Excellence cited instead); SBITA payable $100,633 remaining; GF total fund balance negative (-$6.8M); large bond issuance $87.22M in FY2025; revenue bonds jumped to $153.25M (major building campaign); capital_additions = land $88,500 + CIP $17,323,610 + depreciable $37,328,064 = $54,740,174; no GF Assigned balance; NPL = governmental activities $36,603,698; total OPEB governmental activities $15,054,240; solvency ratio negative - district in structural deficit",,,,,,,,,,,,-8325333.0,False,-0.04792771139145356,-0.04792771139145356,-0.03916563270243434,,-17.49361465788055,-17.49361465788055,,271.99911208039106,,,,,-0.1357294215682764,-0.09652289447634865,2,,0.07142857142857142,,,True,True,True,False,False,False,False,False,False,3,Very high,Very high risk,-17-day practical cushion; 3 risk flag(s)
6822,Waukee CSD,2020,122584934,123675598,17223150,16085853,0.0,171289828,13.71,-0.89,,,153765000.0,96885000,2.0,N,Y,N,No single audit findings; 2 IC significant deficiencies (2020-001 payroll seg of duties; 2020-002 receipts seg of duties),Y,Bohnsack & Frommelt LLP,2020-11-11,unmodified,High,GF Assigned=$0 (no assigned/committed line in 2020 GF balance sheet; only restricted $1137297 and unassigned). Solvency uses unassigned only. Capital additions = gross Note 5 governmental additions (CIP $68.2M + depreciable $22.9M). GO bonds face value $153.765M; revenue bonds face value $96.885M (SAVE bonds). IPERS NPL measured at June 30 2019 per note. Unrestricted NP for governmental activities only = ($22010656). Enrollment source: MD&A states 11701 for FY2019-20. salaries_benefits not presented by object in GF statements.,Waukee CSD,16085853.0,8656967.0,8656967.0,24742820.0,61312918.0,11197.6,4232974.62,21449607.16,65062085.37,148736110.54,16085853.0,False,0.13006488959932097,0.13006488959932097,0.13926069716679276,0.1642913230142619,47.473684703752156,47.473684703752156,59.966332900205586,505.522416960539,0.06999737328943419,1.0,0.0,0.495755985752339,-0.008897210810587865,,0,,0.6666666666666666,1.0,0.6666666666666666,False,True,False,False,False,False,True,False,False,2,Low,Low risk,47-day practical cushion; 2 risk flag(s)
6822,Waukee CSD,2021,133363511,132262434,18603050,13250404,3908600.0,196446921,13.43,0.83,,,222550000.0,89415000,0.0,N,N,Y,No single audit findings; no IC deficiencies reported,Y,Bohnsack & Frommelt LLP,2021-11-16,unmodified,High,GF Assigned=$3908600 per committed line on GF balance sheet (2021 adopted Committed classification). Solvency uses committed+unassigned. Capital additions = Note 5: CIP $68.9M + land $3.6M + depreciable $5.2M = $77.7M. GO bonds face value $222.550M (includes $84.29M Series 2020B issued Nov 2020; recorded in FY2021 LTD schedule beg balance). Revenue bonds face value $89.415M. IPERS NPL measured at June 30 2020. Unrestricted NP govtal activities = ($31587902). FY2020 sig deficiency 2020-001 and 2020-002 were to be corrected by FY2021 - status shown as corrected per next year CAP; repeat_finding=Y for enrollment finding IV-H-21 (repeat of IV-G-20).,Waukee CSD,13250403.0,13225645.0,13225645.0,26476048.0,66752578.0,11701.4,7817383.22,5953420.17,40700934.17,170219863.0,17159004.0,False,0.10018267167229056,0.12973452461943957,0.1406525604995293,0.18883961578992262,36.566675160386055,47.35310148609545,68.92645976332176,542.1276775006273,0.09999547566166822,1.0,0.0,0.5046979401573692,0.008256208851610092,-0.0003205009794888863,0,,0.3333333333333333,1.0,1.0,False,False,False,False,False,True,True,False,False,2,Low,Low risk,47-day practical cushion; 2 risk flag(s)
6822,Waukee CSD,2022,142894048,144288273,17180128,11101992,4601587.0,204223383,11.46,-0.98,,,267730000.0,83490000,1.0,N,N,Y,Federal single audit finding 2022-001: Child Nutrition Cluster indirect cost methodology (questioned costs $151885; not repeat); no IC deficiencies,Y,Bohnsack & Frommelt LLP,2022-12-05,unmodified,High,GF Assigned=$4601587 per committed line. Capital additions = Note 5: land $948902 + CIP $42738625 + depreciable $169036626 = $212724153 (very large due to new NW High School opening with $159.8M building additions transferred from CIP). GO bonds face value $267.730M. Revenue bonds face value $83.490M. Lease payable (GASB 87 equipment lease) = $279315 at June 30 2022; GASB 87 implemented this year with restatement. IPERS NPL dropped to $1426630 due to improved IPERS funding. Repeat finding = Y for enrollment variances (IV-H-22 repeat of IV-H-21). Report dated Dec 5 2022 (primary opinion); table of contents lists Dec 12 2022 - used Dec 5 per actual audit report signature page.,Waukee CSD,11253879.0,17675297.0,17675297.0,28929176.0,70887580.0,11994.7,9029989.72,6261594.7,30288038.86,178395931.04,15703579.0,False,0.07694313452625495,0.10883475609968664,0.1190680825461124,0.1714177334425508,28.08424410208306,39.72468597638562,62.567472706531035,516.61533709673,0.12249988604410006,1.0,0.0,0.4912913470105779,-0.00975705440159411,-0.003466018786857294,1,,0.13333333333333333,1.0,1.0,False,True,False,False,False,True,True,False,False,3,Moderate,Moderate risk,40-day practical cushion; 3 risk flag(s)
6822,Waukee CSD,2023,158721023,156425252,19331625,12663946,4979059.0,214618027,11.58,1.45,,,313995000.0,77275000,0.0,N,N,Y,No federal single audit findings; no IC deficiencies,Y,Bohnsack & Frommelt LLP,2023-11-27,unmodified,High,GF Assigned=$4979059 per committed line. Capital additions = Note 5: CIP $59385977 + depreciable $31227402 = $90613379. GO bonds face value $313.995M. Revenue bonds face value $77.275M. lease_sbita = equipment lease $142446 + IT subscription liability $69871 = $211917 at June 30 2023. IPERS NPL = $41747309 (measured at June 30 2022). Unrestricted NP = ($2743309). Repeat finding = Y for enrollment variances (IV-H-23 repeat of IV-H-22). SAVE revenue from CAR = $17166447.,Waukee CSD,12663947.0,18162975.0,18710475.0,31374422.0,72255899.0,12615.8,8170202.47,6002557.8,34795520.34,186430878.65,17643005.0,False,0.08095845036580156,0.11278872672041468,0.12358378684280463,0.16501943989196832,29.549834383517567,41.16788525295136,60.23209556056844,500.7860230584765,0.11611280639010893,0.9707383163709099,547500.0,0.46191965859834444,0.01446418978788966,0.004321114745968547,0,0.1266521397442308,0.26666666666666666,0.9333333333333333,1.0,False,False,False,False,False,True,True,False,False,2,Moderate,Moderate risk,41-day practical cushion; 2 risk flag(s)
6822,Waukee CSD,2024,176202591,167859342,27671884,20173838,5958793.0,153202159,15.44,4.74,,,297145000.0,70840000,0.0,N,N,Y,No federal single audit findings; no IC deficiencies (full Uniform Guidance audit conducted),Y,Bohnsack & Frommelt LLP,2024-11-19,unmodified,High,GF Assigned=$5958793 per committed line. Capital additions = Note 5: land $498361 + CIP $70125541 + depreciable $70943534 = $141567436. GO bonds face value $297.145M. Revenue bonds face value $70.840M. lease_sbita = IT subscription liability only $468058 (equipment lease paid off in FY2024; no GASB 96 SBITA separate). IPERS NPL = $49072954. Unrestricted NP govtal activities = $11315092 (positive for first time). OPEB switched to total OPEB liability presentation = $7098660. Repeat finding = Y for enrollment variances (IV-H-24 repeat). SAVE revenue = $17328444. Cash/investments = GF only $44544823 per balance sheet.,Waukee CSD,20173837.0,13463771.0,13463771.0,33637608.0,75703919.0,13153.9,,,,28875571.86,26132631.0,False,0.12018299225788696,0.15568171951966783,0.16485161725464167,,43.86679217412874,56.823827624678756,,333.12884090180694,0.08020864873877559,1.0,0.0,0.4509961620128357,0.04735031961022639,0.017352484998840647,0,0.12413044592954689,0.5714285714285714,1.0,0.8571428571428571,False,False,False,False,False,True,True,False,False,2,Low,Low risk,57-day practical cushion; 2 risk flag(s)
6822,Waukee CSD,2025,188235898,182018327,33976978,28198287,4437283.0,138226606,17.85,3.30,,,323690000.0,64155000,1.0,N,N,Y,No Uniform Guidance/Single Audit section in FY2025 report (no SEFA or major federal program compliance testing); one statutory finding II-A-25 (budget overexpenditure in support services $2937964),Y,Bohnsack & Frommelt LLP,2025-11-17,unmodified,High,GF Assigned=$4437283 per committed line. Capital additions = Note 5: land $13811170 + CIP $55083036 + depreciable $88143283 = $157037489. GO bonds face value $323.690M. Revenue bonds face value $64.155M. lease_sbita = IT subscription liability $378043 (GASB 96 SBITA). Equipment lease fully amortized and retired in FY2025. IPERS NPL = $40774255 (measured at June 30 2024). Unrestricted NP govtal activities = $23071290. OPEB total liability = $5339865. findings_count=1 (statutory budget finding only; no IC or federal). Repeat finding = Y for enrollment variances (II-H-25 repeat pattern). No single audit conducted in FY2025 (no SEFA or Uniform Guidance report in document). SAVE revenue = $18086486.,,,,,,,,,,,,32635570.0,False,0.1549200427493216,0.17929826374022215,0.18666789526089864,,56.54581560350239,65.44386626518109,,277.1847869473056,,,,,0.03303073997075733,0.0316150831229578,0,,0.7857142857142857,,,False,False,False,False,False,False,False,False,False,0,Low,Low risk,65-day practical cushion; 0 risk flag(s)
6957,West Des Moines CSD,2020,116944641,114446448,17864713,10924314,0.0,50465985,9.67,2.14,,,5245000.0,32465000,3.0,N,N,Y,Single audit; unmodified compliance; no federal findings (ESSER/Child Nutrition audited),Y,Bohnsack & Frommelt LLP,2020-11-23,unmodified,High,GF Assigned=0; Committed=$4598506 not included in solvency ratio; salary_benefit blank (not separately shown in GF statement); lease_sbita blank (GASB 87 not yet adopted FY2020); GO debt=Series 2016 capital loan notes principal $5245000 (fully paid May 2021); SAVE bonds=Series 2012+2013+2014 principal totaling $32465000; capital_additions=total gross additions to governmental capital assets per note (CIP $12111050+depreciable $10075709); repeat_finding=Y (IV-G-19 and IV-H-19 enrollment/weighting carried to IV-G-20 and IV-H-20; IV-A-19 budget also carried); cash_and_investments=total governmental funds balance sheet,West Des Moines CSD,10924314.0,11990240.0,11990240.0,22914554.0,16941252.0,8940.2,15911600.05,798336.49,6950126.62,42989445.13,10924314.0,False,0.095453499788827,0.095453499788827,0.15609670122745967,0.2344844642972231,34.84052742292185,34.84052742292185,85.58682946848644,160.94937717070957,0.10476725323969863,1.0,0.0,0.14802776578963814,0.021362184522846155,,0,,0.2,0.4666666666666667,1.0,False,False,False,False,False,True,True,False,False,2,Moderate,Moderate risk,35-day practical cushion; 2 risk flag(s)
6957,West Des Moines CSD,2021,125554087,121227543,21127008,13007006,0.0,101459291,10.71,3.45,,,49735000.0,30525000,2.0,N,N,Y,Single audit conducted; no IC or federal findings in findings schedule; 2 statutory findings only,Y,Bohnsack & Frommelt LLP,2021-11-18,unmodified,High,GF Assigned=0; Committed=$5189067 not in solvency; salary_benefit blank; lease_sbita blank (GASB 87 not yet adopted); GO debt=Series 2020A capital loan notes principal $49735000; SAVE bonds=Series 2012+2013+2014 principal ($10000000+$6065000+$14460000=$30525000); capital_additions=governmental activities (CIP additions $8662399+depreciable $9634315=$18296714; note: depreciable additions equal CIP retirements so net new spending primarily CIP); repeat_finding=Y (enrollment/weighting findings from 2020 carried to II-H-21 and II-I-21); cash_and_investments=fund balance sheet total ($101459291 cash + $7570467 restricted debt service=$109029758 but restricted listed separately; using non-restricted total),West Des Moines CSD,13007006.0,11512979.0,11512979.0,24519985.0,14537725.0,8989.1,11855740.31,1734177.01,60273731.3,96772603.14,13007006.0,False,0.10729414849231086,0.10729414849231086,0.17427564295351594,0.20509156330917308,39.162364199693464,39.162364199693464,74.85842060784817,305.4804238257967,0.09496999374143877,1.0,0.0,0.11992097373449201,0.03445960305537485,0.027910893789110502,0,,0.13333333333333333,0.3333333333333333,0.9333333333333333,False,False,False,False,False,True,True,False,False,2,Moderate,Moderate risk,39-day practical cushion; 2 risk flag(s)
6957,West Des Moines CSD,2022,129114481,121676880,28473332,20326637,0.0,86599618,16.27,5.76,,,45605000.0,27530000,3.0,N,N,Y,Single audit; unmodified compliance; no federal findings,Y,Bohnsack & Frommelt LLP,2022-11-30,unmodified,High,GF Assigned=0; Committed=$5266678 not in solvency; salary_benefit blank; GO debt=Series 2020A capital loan notes principal $45605000; SAVE bonds=Series 2012+2013+2014 principal ($9000000+$5470000+$13060000=$27530000); lease_sbita=GASB 87 equipment lease obligation $531690 (first year); capital_additions=governmental activities gross (CIP $31916216+depreciable $8749358=$40665574); repeat_finding=Y (enrollment/weighting findings recur); IPERS NPL dropped dramatically ($60M to $0.4M governmental) reflecting IPERS funded status improvement; cash_and_investments=total governmental fund balance sheet,West Des Moines CSD,20326638.0,4115320.0,4115320.0,24441958.0,15822957.0,8820.1,9773137.81,3732191.34,33657468.6,77600218.41,20326637.0,False,0.16705422591374794,0.16705422591374794,0.23400774247334416,0.2473746434819828,60.974792458517996,60.974792458517996,90.29174487092372,259.7770469624139,0.0338217087749127,1.0,0.0,0.13004078506943964,0.05760470043635152,0.037808829338190846,0,,0.4666666666666667,0.26666666666666666,0.6,False,False,False,False,False,False,True,False,False,1,Low,Low risk,61-day practical cushion; 1 risk flag(s)
6957,West Des Moines CSD,2023,132142293,128230859,32457077,24913216,0.0,57471149,19.48,2.96,,,41265000.0,24460000,3.0,N,N,Y,Single audit; unmodified compliance; no federal findings,Y,Bohnsack & Frommelt LLP,2023-11-29,unmodified,High,GF Assigned=0; Committed=$4269646 not in solvency; salary_benefit blank; GO debt=Series 2020A capital loan notes principal $41265000; SAVE bonds=Series 2012+2013+2014 principal ($7980000+$4860000+$11620000=$24460000); lease_sbita=equipment lease $361465+IT subscription $71024=$432489 (GASB 96 adopted); capital_additions=governmental activities gross (CIP $65095690+depreciable $8531710=$73627400; major CIP buildup for school construction); repeat_finding=Y (enrollment/weighting findings recur each year); cash_and_investments=fund statement total ($57471149 unrestricted + $7780630 restricted=$65251779; using unrestricted only),West Des Moines CSD,24913215.0,777179.0,777180.0,25690395.0,15289471.0,8774.5,10540214.68,5871925.57,-13672996.92,36777224.06,24913216.0,False,0.19428409194389004,0.19428409194389004,0.2531144004891989,0.27648126945792356,70.91369355951987,70.91369355951987,100.9156633521421,163.58752915318144,0.006060779800281927,0.9999987132967909,1.0,0.119233943523688,0.029600167449795958,0.0405548236471741,0,-0.01853426097850168,0.7333333333333333,0.26666666666666666,0.26666666666666666,False,False,False,False,False,False,True,False,False,1,Low,Low risk,71-day practical cushion; 1 risk flag(s)
6957,West Des Moines CSD,2024,127907219,133545565,27185382,19754866,0.0,80645565,15.98,-4.41,,,45745000.0,66795000,3.0,N,N,Y,Single audit; unmodified compliance; no federal findings,Y,Bohnsack & Frommelt LLP,2024-11-25,unmodified,High,GF Assigned=0; Committed=$5065213 not in solvency; salary_benefit blank; GO debt=Series 2020A $36710000+Series 2023 $9035000=$45745000; SAVE bonds=Series 2012 $6935000+Series 2013 $4230000+Series 2014 $10130000+Series 2023 $45500000=$66795000 (Series 2023 revenue bonds issued for major capital program); lease_sbita=equipment lease $184328+IT subscription $219526=$403854; capital_additions=governmental activities gross (CIP $20253971+depreciable $110150783=$130404754; major building completion transferred from CIP); repeat_finding=Y (enrollment/weighting recur); OPEB dropped from $17.1M to $5.4M due to actuarial assumption changes; cash_and_investments includes restricted $12299061,West Des Moines CSD,19754876.0,6996423.0,6996423.0,26751299.0,13944269.0,8678.6,,,,28145364.75,19754866.0,False,0.1479260355819379,0.1479260355819379,0.2035663408215765,,53.99300298740733,53.99300298740733,,220.41638915526698,0.05238978171981975,1.0,0.0,0.10441581493178002,-0.04408153069139905,0.014374445731582813,1,-0.03454183399895429,0.42857142857142855,0.07142857142857142,0.5714285714285714,False,True,False,True,True,False,True,False,False,4,Low,Moderate risk,54-day practical cushion; 4 risk flag(s)
6957,West Des Moines CSD,2025,125664099,132035909,21493000,13955432,0.0,75738641,11.42,-5.07,,,40105000.0,62550000,2.0,N,N,Y,Single audit; unmodified compliance; no federal findings,Y,Bohnsack & Frommelt LLP,2025-11-19,unmodified,High,GF Assigned=0; Committed=$5234258 not in solvency; salary_benefit blank; GO debt=Series 2020A $31925000+Series 2023 $8180000=$40105000; SAVE bonds=Series 2012 $5860000+Series 2013 $3580000+Series 2014 $8590000+Series 2023 $44520000=$62550000; lease_sbita=equipment lease $559348+IT subscription $613345=$1172693; capital_additions=governmental activities gross (CIP $4101586+depreciable $8982236=$13083822; post-construction wind-down year); repeat_finding=Y (enrollment/weighting findings recur all 6 years); report_date=November 19 2025 per auditor signature (November 30 is transmittal letter); AEA flow-through dropped $772k reflecting state AEA funding restructuring effective July 2024,,,,,,,,,,,,13955432.0,False,0.10569421686641321,0.10569421686641321,0.16278147484863378,,38.578389156240824,38.578389156240824,,209.37186083976596,,,,,-0.05070509438021754,-0.021728819207273542,2,,0.42857142857142855,,,False,True,True,False,False,False,False,False,False,2,Moderate,Moderate risk,39-day practical cushion; 2 risk flag(s)
